id,Rid,schcode,female,schcontext,Index1,achieve,math,time,orthtime,orthquadtime,DV
11,11,1,0,-1.0395402541198024,2,654,1,0,-1,1,math
11,11,1,0,-1.0395402541198024,3,657,0,1,0,-2,Read
11,11,1,0,-1.0395402541198024,4,682,1,1,0,-2,math
11,11,1,0,-1.0395402541198024,5,655,0,2,1,1,Read
11,11,1,0,-1.0395402541198024,6,702,1,2,1,1,math
12,12,1,0,-1.0395402541198024,1,605,0,0,-1,1,Read
12,12,1,0,-1.0395402541198024,2,663,1,0,-1,1,math
12,12,1,0,-1.0395402541198024,3,667,0,1,0,-2,Read
12,12,1,0,-1.0395402541198024,4,694,1,1,0,-2,math
12,12,1,0,-1.0395402541198024,5,687,0,2,1,1,Read
12,12,1,0,-1.0395402541198024,6,679,1,2,1,1,math
13,13,1,0,-1.0395402541198024,1,652,0,0,-1,1,Read
13,13,1,0,-1.0395402541198024,2,685,1,0,-1,1,math
13,13,1,0,-1.0395402541198024,3,703,0,1,0,-2,Read
13,13,1,0,-1.0395402541198024,4,717,1,1,0,-2,math
13,13,1,0,-1.0395402541198024,5,710,0,2,1,1,Read
13,13,1,0,-1.0395402541198024,6,698,1,2,1,1,math
14,14,1,1,-1.0395402541198024,1,582,0,0,-1,1,Read
14,14,1,1,-1.0395402541198024,2,601,1,0,-1,1,math
14,14,1,1,-1.0395402541198024,3,647,0,1,0,-2,Read
14,14,1,1,-1.0395402541198024,4,654,1,1,0,-2,math
14,14,1,1,-1.0395402541198024,5,664,0,2,1,1,Read
14,14,1,1,-1.0395402541198024,6,635,1,2,1,1,math
15,15,1,0,-1.0395402541198024,1,663,0,0,-1,1,Read
15,15,1,0,-1.0395402541198024,2,648,1,0,-1,1,math
15,15,1,0,-1.0395402541198024,3,706,0,1,0,-2,Read
15,15,1,0,-1.0395402541198024,4,700,1,1,0,-2,math
15,15,1,0,-1.0395402541198024,5,726,0,2,1,1,Read
15,15,1,0,-1.0395402541198024,6,712,1,2,1,1,math
16,16,1,1,-1.0395402541198024,1,666,0,0,-1,1,Read
16,16,1,1,-1.0395402541198024,2,651,1,0,-1,1,math
16,16,1,1,-1.0395402541198024,3,716,0,1,0,-2,Read
16,16,1,1,-1.0395402541198024,4,706,1,1,0,-2,math
16,16,1,1,-1.0395402541198024,5,703,0,2,1,1,Read
16,16,1,1,-1.0395402541198024,6,717,1,2,1,1,math
17,17,1,1,-1.0395402541198024,1,635,0,0,-1,1,Read
17,17,1,1,-1.0395402541198024,2,627,1,0,-1,1,math
17,17,1,1,-1.0395402541198024,3,690,0,1,0,-2,Read
17,17,1,1,-1.0395402541198024,4,683,1,1,0,-2,math
17,17,1,1,-1.0395402541198024,5,701,0,2,1,1,Read
17,17,1,1,-1.0395402541198024,6,708,1,2,1,1,math
18,18,1,1,-1.0395402541198024,1,589.872,0,0,-1,1,Read
18,18,1,1,-1.0395402541198024,2,595.683,1,0,-1,1,math
18,18,1,1,-1.0395402541198024,3,649,0,1,0,-2,Read
18,18,1,1,-1.0395402541198024,4,648,1,1,0,-2,math
18,18,1,1,-1.0395402541198024,5,660,0,2,1,1,Read
18,18,1,1,-1.0395402541198024,6,702,1,2,1,1,math
19,19,1,0,-1.0395402541198024,1,589.872,0,0,-1,1,Read
19,19,1,0,-1.0395402541198024,2,595.683,1,0,-1,1,math
19,19,1,0,-1.0395402541198024,3,647,0,1,0,-2,Read
19,19,1,0,-1.0395402541198024,4,649,1,1,0,-2,math
19,19,1,0,-1.0395402541198024,5,660,0,2,1,1,Read
19,19,1,0,-1.0395402541198024,6,663,1,2,1,1,math
20,20,1,1,-1.0395402541198024,1,589.872,0,0,-1,1,Read
20,20,1,1,-1.0395402541198024,2,595.683,1,0,-1,1,math
20,20,1,1,-1.0395402541198024,3,651,0,1,0,-2,Read
20,20,1,1,-1.0395402541198024,4,651,1,1,0,-2,math
20,20,1,1,-1.0395402541198024,5,630,0,2,1,1,Read
20,20,1,1,-1.0395402541198024,6,646,1,2,1,1,math
21,21,1,0,-1.0395402541198024,1,547,0,0,-1,1,Read
21,21,1,0,-1.0395402541198024,2,572,1,0,-1,1,math
21,21,1,0,-1.0395402541198024,3,606,0,1,0,-2,Read
21,21,1,0,-1.0395402541198024,4,616,1,1,0,-2,math
21,21,1,0,-1.0395402541198024,5,642,0,2,1,1,Read
21,21,1,0,-1.0395402541198024,6,686,1,2,1,1,math
22,22,1,1,-1.0395402541198024,1,589.872,0,0,-1,1,Read
22,22,1,1,-1.0395402541198024,2,595.683,1,0,-1,1,math
22,22,1,1,-1.0395402541198024,3,646,0,1,0,-2,Read
22,22,1,1,-1.0395402541198024,4,643,1,1,0,-2,math
22,22,1,1,-1.0395402541198024,5,726,0,2,1,1,Read
22,22,1,1,-1.0395402541198024,6,742,1,2,1,1,math
23,23,1,1,-1.0395402541198024,1,555,0,0,-1,1,Read
23,23,1,1,-1.0395402541198024,2,529,1,0,-1,1,math
23,23,1,1,-1.0395402541198024,3,611,0,1,0,-2,Read
23,23,1,1,-1.0395402541198024,4,598,1,1,0,-2,math
23,23,1,1,-1.0395402541198024,5,634,0,2,1,1,Read
23,23,1,1,-1.0395402541198024,6,619,1,2,1,1,math
24,24,1,1,-1.0395402541198024,1,617,0,0,-1,1,Read
24,24,1,1,-1.0395402541198024,2,594,1,0,-1,1,math
24,24,1,1,-1.0395402541198024,3,677,0,1,0,-2,Read
24,24,1,1,-1.0395402541198024,4,665,1,1,0,-2,math
24,24,1,1,-1.0395402541198024,5,666,0,2,1,1,Read
24,24,1,1,-1.0395402541198024,6,670,1,2,1,1,math
25,25,1,1,-1.0395402541198024,1,565,0,0,-1,1,Read
25,25,1,1,-1.0395402541198024,2,600,1,0,-1,1,math
25,25,1,1,-1.0395402541198024,3,634,0,1,0,-2,Read
25,25,1,1,-1.0395402541198024,4,647,1,1,0,-2,math
25,25,1,1,-1.0395402541198024,5,664,0,2,1,1,Read
25,25,1,1,-1.0395402541198024,6,667,1,2,1,1,math
26,26,1,0,-1.0395402541198024,1,604,0,0,-1,1,Read
26,26,1,0,-1.0395402541198024,2,621,1,0,-1,1,math
26,26,1,0,-1.0395402541198024,3,661,0,1,0,-2,Read
26,26,1,0,-1.0395402541198024,4,668,1,1,0,-2,math
26,26,1,0,-1.0395402541198024,5,666,0,2,1,1,Read
26,26,1,0,-1.0395402541198024,6,700,1,2,1,1,math
27,27,1,0,-1.0395402541198024,1,585,0,0,-1,1,Read
27,27,1,0,-1.0395402541198024,2,627,1,0,-1,1,math
27,27,1,0,-1.0395402541198024,3,648,0,1,0,-2,Read
27,27,1,0,-1.0395402541198024,4,666,1,1,0,-2,math
27,27,1,0,-1.0395402541198024,5,666,0,2,1,1,Read
27,27,1,0,-1.0395402541198024,6,695,1,2,1,1,math
28,28,1,0,-1.0395402541198024,1,610,0,0,-1,1,Read
28,28,1,0,-1.0395402541198024,2,637,1,0,-1,1,math
28,28,1,0,-1.0395402541198024,3,664,0,1,0,-2,Read
28,28,1,0,-1.0395402541198024,4,676,1,1,0,-2,math
28,28,1,0,-1.0395402541198024,5,664,0,2,1,1,Read
28,28,1,0,-1.0395402541198024,6,677,1,2,1,1,math
29,29,1,1,-1.0395402541198024,1,589.872,0,0,-1,1,Read
29,29,1,1,-1.0395402541198024,2,595.683,1,0,-1,1,math
29,29,1,1,-1.0395402541198024,3,652,0,1,0,-2,Read
29,29,1,1,-1.0395402541198024,4,653,1,1,0,-2,math
29,29,1,1,-1.0395402541198024,5,625,0,2,1,1,Read
29,29,1,1,-1.0395402541198024,6,633,1,2,1,1,math
30,30,1,1,-1.0395402541198024,1,619,0,0,-1,1,Read
30,30,1,1,-1.0395402541198024,2,627,1,0,-1,1,math
30,30,1,1,-1.0395402541198024,3,680,0,1,0,-2,Read
30,30,1,1,-1.0395402541198024,4,681,1,1,0,-2,math
30,30,1,1,-1.0395402541198024,5,703,0,2,1,1,Read
30,30,1,1,-1.0395402541198024,6,695,1,2,1,1,math
31,31,1,1,-1.0395402541198024,1,602,0,0,-1,1,Read
31,31,1,1,-1.0395402541198024,2,569,1,0,-1,1,math
31,31,1,1,-1.0395402541198024,3,654,0,1,0,-2,Read
31,31,1,1,-1.0395402541198024,4,637,1,1,0,-2,math
31,31,1,1,-1.0395402541198024,5,639,0,2,1,1,Read
31,31,1,1,-1.0395402541198024,6,660,1,2,1,1,math
32,1,2,0,1.3097899277240745,1,567,0,0,-1,1,Read
32,1,2,0,1.3097899277240745,2,592,1,0,-1,1,math
32,1,2,0,1.3097899277240745,3,629,0,1,0,-2,Read
32,1,2,0,1.3097899277240745,4,642,1,1,0,-2,math
32,1,2,0,1.3097899277240745,5,622,0,2,1,1,Read
32,1,2,0,1.3097899277240745,6,631,1,2,1,1,math
33,2,2,0,1.3097899277240745,1,524,0,0,-1,1,Read
33,2,2,0,1.3097899277240745,2,570,1,0,-1,1,math
33,2,2,0,1.3097899277240745,3,594,0,1,0,-2,Read
33,2,2,0,1.3097899277240745,4,615,1,1,0,-2,math
33,2,2,0,1.3097899277240745,5,614,0,2,1,1,Read
33,2,2,0,1.3097899277240745,6,652,1,2,1,1,math
34,3,2,1,1.3097899277240745,1,555,0,0,-1,1,Read
34,3,2,1,1.3097899277240745,2,553,1,0,-1,1,math
34,3,2,1,1.3097899277240745,3,615,0,1,0,-2,Read
34,3,2,1,1.3097899277240745,4,612,1,1,0,-2,math
34,3,2,1,1.3097899277240745,5,611,0,2,1,1,Read
34,3,2,1,1.3097899277240745,6,631,1,2,1,1,math
35,4,2,0,1.3097899277240745,1,579,0,0,-1,1,Read
35,4,2,0,1.3097899277240745,2,627,1,0,-1,1,math
35,4,2,0,1.3097899277240745,3,640,0,1,0,-2,Read
35,4,2,0,1.3097899277240745,4,659,1,1,0,-2,math
35,4,2,0,1.3097899277240745,5,629,0,2,1,1,Read
35,4,2,0,1.3097899277240745,6,695,1,2,1,1,math
36,5,2,1,1.3097899277240745,1,584,0,0,-1,1,Read
36,5,2,1,1.3097899277240745,2,594,1,0,-1,1,math
36,5,2,1,1.3097899277240745,3,645,0,1,0,-2,Read
36,5,2,1,1.3097899277240745,4,648,1,1,0,-2,math
36,5,2,1,1.3097899277240745,5,672,0,2,1,1,Read
36,5,2,1,1.3097899277240745,6,682,1,2,1,1,math
37,6,2,1,1.3097899277240745,1,616,0,0,-1,1,Read
37,6,2,1,1.3097899277240745,2,588,1,0,-1,1,math
37,6,2,1,1.3097899277240745,3,663,0,1,0,-2,Read
37,6,2,1,1.3097899277240745,4,648,1,1,0,-2,math
37,6,2,1,1.3097899277240745,5,670,0,2,1,1,Read
37,6,2,1,1.3097899277240745,6,685,1,2,1,1,math
38,7,2,0,1.3097899277240745,1,528,0,0,-1,1,Read
38,7,2,0,1.3097899277240745,2,543,1,0,-1,1,math
38,7,2,0,1.3097899277240745,3,592,0,1,0,-2,Read
38,7,2,0,1.3097899277240745,4,601,1,1,0,-2,math
38,7,2,0,1.3097899277240745,5,605,0,2,1,1,Read
38,7,2,0,1.3097899277240745,6,602,1,2,1,1,math
39,8,2,1,1.3097899277240745,1,554,0,0,-1,1,Read
39,8,2,1,1.3097899277240745,2,569,1,0,-1,1,math
39,8,2,1,1.3097899277240745,3,619,0,1,0,-2,Read
39,8,2,1,1.3097899277240745,4,623,1,1,0,-2,math
39,8,2,1,1.3097899277240745,5,605,0,2,1,1,Read
39,8,2,1,1.3097899277240745,6,647,1,2,1,1,math
40,9,2,0,1.3097899277240745,1,589.872,0,0,-1,1,Read
40,9,2,0,1.3097899277240745,2,595.683,1,0,-1,1,math
40,9,2,0,1.3097899277240745,3,649,0,1,0,-2,Read
40,9,2,0,1.3097899277240745,4,654,1,1,0,-2,math
40,9,2,0,1.3097899277240745,5,622,0,2,1,1,Read
40,9,2,0,1.3097899277240745,6,607,1,2,1,1,math
41,10,2,1,1.3097899277240745,1,589.872,0,0,-1,1,Read
41,10,2,1,1.3097899277240745,2,595.683,1,0,-1,1,math
41,10,2,1,1.3097899277240745,3,648,0,1,0,-2,Read
41,10,2,1,1.3097899277240745,4,647,1,1,0,-2,math
41,10,2,1,1.3097899277240745,5,588,0,2,1,1,Read
41,10,2,1,1.3097899277240745,6,622,1,2,1,1,math
42,11,2,1,1.3097899277240745,1,597,0,0,-1,1,Read
42,11,2,1,1.3097899277240745,2,595.683,1,0,-1,1,math
42,11,2,1,1.3097899277240745,3,651,0,1,0,-2,Read
42,11,2,1,1.3097899277240745,4,646,1,1,0,-2,math
42,11,2,1,1.3097899277240745,5,625,0,2,1,1,Read
42,11,2,1,1.3097899277240745,6,662,1,2,1,1,math
43,12,2,1,1.3097899277240745,1,565,0,0,-1,1,Read
43,12,2,1,1.3097899277240745,2,595,1,0,-1,1,math
43,12,2,1,1.3097899277240745,3,637,0,1,0,-2,Read
43,12,2,1,1.3097899277240745,4,649,1,1,0,-2,math
43,12,2,1,1.3097899277240745,5,672,0,2,1,1,Read
43,12,2,1,1.3097899277240745,6,663,1,2,1,1,math
44,13,2,1,1.3097899277240745,1,533,0,0,-1,1,Read
44,13,2,1,1.3097899277240745,2,523,1,0,-1,1,math
44,13,2,1,1.3097899277240745,3,597,0,1,0,-2,Read
44,13,2,1,1.3097899277240745,4,593,1,1,0,-2,math
44,13,2,1,1.3097899277240745,5,611,0,2,1,1,Read
44,13,2,1,1.3097899277240745,6,596,1,2,1,1,math
45,14,2,0,1.3097899277240745,1,589.872,0,0,-1,1,Read
45,14,2,0,1.3097899277240745,2,595.683,1,0,-1,1,math
45,14,2,0,1.3097899277240745,3,650,0,1,0,-2,Read
45,14,2,0,1.3097899277240745,4,654,1,1,0,-2,math
45,14,2,0,1.3097899277240745,5,622,0,2,1,1,Read
45,14,2,0,1.3097899277240745,6,646,1,2,1,1,math
46,15,2,0,1.3097899277240745,1,612,0,0,-1,1,Read
46,15,2,0,1.3097899277240745,2,597,1,0,-1,1,math
46,15,2,0,1.3097899277240745,3,660,0,1,0,-2,Read
46,15,2,0,1.3097899277240745,4,654,1,1,0,-2,math
46,15,2,0,1.3097899277240745,5,657,0,2,1,1,Read
46,15,2,0,1.3097899277240745,6,664,1,2,1,1,math
47,16,2,0,1.3097899277240745,1,567,0,0,-1,1,Read
47,16,2,0,1.3097899277240745,2,547,1,0,-1,1,math
47,16,2,0,1.3097899277240745,3,622,0,1,0,-2,Read
47,16,2,0,1.3097899277240745,4,614,1,1,0,-2,math
47,16,2,0,1.3097899277240745,5,630,0,2,1,1,Read
47,16,2,0,1.3097899277240745,6,652,1,2,1,1,math
48,17,2,0,1.3097899277240745,1,591,0,0,-1,1,Read
48,17,2,0,1.3097899277240745,2,568,1,0,-1,1,math
48,17,2,0,1.3097899277240745,3,646,0,1,0,-2,Read
48,17,2,0,1.3097899277240745,4,637,1,1,0,-2,math
48,17,2,0,1.3097899277240745,5,635,0,2,1,1,Read
48,17,2,0,1.3097899277240745,6,628,1,2,1,1,math
49,18,2,0,1.3097899277240745,1,562,0,0,-1,1,Read
49,18,2,0,1.3097899277240745,2,583,1,0,-1,1,math
49,18,2,0,1.3097899277240745,3,626,0,1,0,-2,Read
49,18,2,0,1.3097899277240745,4,635,1,1,0,-2,math
49,18,2,0,1.3097899277240745,5,623,0,2,1,1,Read
49,18,2,0,1.3097899277240745,6,666,1,2,1,1,math
50,19,2,0,1.3097899277240745,1,593,0,0,-1,1,Read
50,19,2,0,1.3097899277240745,2,580,1,0,-1,1,math
50,19,2,0,1.3097899277240745,3,646,0,1,0,-2,Read
50,19,2,0,1.3097899277240745,4,641,1,1,0,-2,math
50,19,2,0,1.3097899277240745,5,644,0,2,1,1,Read
50,19,2,0,1.3097899277240745,6,636,1,2,1,1,math
51,20,2,0,1.3097899277240745,1,548,0,0,-1,1,Read
51,20,2,0,1.3097899277240745,2,598,1,0,-1,1,math
51,20,2,0,1.3097899277240745,3,616,0,1,0,-2,Read
51,20,2,0,1.3097899277240745,4,637,1,1,0,-2,math
51,20,2,0,1.3097899277240745,5,658,0,2,1,1,Read
51,20,2,0,1.3097899277240745,6,700,1,2,1,1,math
52,21,2,1,1.3097899277240745,1,533,0,0,-1,1,Read
52,21,2,1,1.3097899277240745,2,538,1,0,-1,1,math
52,21,2,1,1.3097899277240745,3,595,0,1,0,-2,Read
52,21,2,1,1.3097899277240745,4,596,1,1,0,-2,math
52,21,2,1,1.3097899277240745,5,634,0,2,1,1,Read
52,21,2,1,1.3097899277240745,6,625,1,2,1,1,math
53,22,2,0,1.3097899277240745,1,590,0,0,-1,1,Read
53,22,2,0,1.3097899277240745,2,602,1,0,-1,1,math
53,22,2,0,1.3097899277240745,3,652,0,1,0,-2,Read
53,22,2,0,1.3097899277240745,4,657,1,1,0,-2,math
53,22,2,0,1.3097899277240745,5,653,0,2,1,1,Read
53,22,2,0,1.3097899277240745,6,679,1,2,1,1,math
54,23,2,0,1.3097899277240745,1,608,0,0,-1,1,Read
54,23,2,0,1.3097899277240745,2,639,1,0,-1,1,math
54,23,2,0,1.3097899277240745,3,662,0,1,0,-2,Read
54,23,2,0,1.3097899277240745,4,675,1,1,0,-2,math
54,23,2,0,1.3097899277240745,5,674,0,2,1,1,Read
54,23,2,0,1.3097899277240745,6,670,1,2,1,1,math
55,24,2,1,1.3097899277240745,1,533,0,0,-1,1,Read
55,24,2,1,1.3097899277240745,2,556,1,0,-1,1,math
55,24,2,1,1.3097899277240745,3,605,0,1,0,-2,Read
55,24,2,1,1.3097899277240745,4,614,1,1,0,-2,math
55,24,2,1,1.3097899277240745,5,625,0,2,1,1,Read
55,24,2,1,1.3097899277240745,6,632,1,2,1,1,math
56,25,2,0,1.3097899277240745,1,551,0,0,-1,1,Read
56,25,2,0,1.3097899277240745,2,556,1,0,-1,1,math
56,25,2,0,1.3097899277240745,3,613,0,1,0,-2,Read
56,25,2,0,1.3097899277240745,4,618,1,1,0,-2,math
56,25,2,0,1.3097899277240745,5,625,0,2,1,1,Read
56,25,2,0,1.3097899277240745,6,600,1,2,1,1,math
57,26,2,1,1.3097899277240745,1,564,0,0,-1,1,Read
57,26,2,1,1.3097899277240745,2,584,1,0,-1,1,math
57,26,2,1,1.3097899277240745,3,631,0,1,0,-2,Read
57,26,2,1,1.3097899277240745,4,638,1,1,0,-2,math
57,26,2,1,1.3097899277240745,5,630,0,2,1,1,Read
57,26,2,1,1.3097899277240745,6,646,1,2,1,1,math
58,27,2,1,1.3097899277240745,1,628,0,0,-1,1,Read
58,27,2,1,1.3097899277240745,2,602,1,0,-1,1,math
58,27,2,1,1.3097899277240745,3,683,0,1,0,-2,Read
58,27,2,1,1.3097899277240745,4,669,1,1,0,-2,math
58,27,2,1,1.3097899277240745,5,690,0,2,1,1,Read
58,27,2,1,1.3097899277240745,6,695,1,2,1,1,math
59,28,2,0,1.3097899277240745,1,543,0,0,-1,1,Read
59,28,2,0,1.3097899277240745,2,553,1,0,-1,1,math
59,28,2,0,1.3097899277240745,3,607,0,1,0,-2,Read
59,28,2,0,1.3097899277240745,4,612,1,1,0,-2,math
59,28,2,0,1.3097899277240745,5,627,0,2,1,1,Read
59,28,2,0,1.3097899277240745,6,674,1,2,1,1,math
60,29,2,0,1.3097899277240745,1,539,0,0,-1,1,Read
60,29,2,0,1.3097899277240745,2,531,1,0,-1,1,math
60,29,2,0,1.3097899277240745,3,598,0,1,0,-2,Read
60,29,2,0,1.3097899277240745,4,597,1,1,0,-2,math
60,29,2,0,1.3097899277240745,5,622,0,2,1,1,Read
60,29,2,0,1.3097899277240745,6,616,1,2,1,1,math
61,30,2,1,1.3097899277240745,1,537,0,0,-1,1,Read
61,30,2,1,1.3097899277240745,2,554,1,0,-1,1,math
61,30,2,1,1.3097899277240745,3,605,0,1,0,-2,Read
61,30,2,1,1.3097899277240745,4,611,1,1,0,-2,math
61,30,2,1,1.3097899277240745,5,611,0,2,1,1,Read
61,30,2,1,1.3097899277240745,6,607,1,2,1,1,math
62,31,2,1,1.3097899277240745,1,585,0,0,-1,1,Read
62,31,2,1,1.3097899277240745,2,646,1,0,-1,1,math
62,31,2,1,1.3097899277240745,3,648,0,1,0,-2,Read
62,31,2,1,1.3097899277240745,4,672,1,1,0,-2,math
62,31,2,1,1.3097899277240745,5,642,0,2,1,1,Read
62,31,2,1,1.3097899277240745,6,670,1,2,1,1,math
63,32,2,0,1.3097899277240745,1,515,0,0,-1,1,Read
63,32,2,0,1.3097899277240745,2,542,1,0,-1,1,math
63,32,2,0,1.3097899277240745,3,585,0,1,0,-2,Read
63,32,2,0,1.3097899277240745,4,599,1,1,0,-2,math
63,32,2,0,1.3097899277240745,5,623,0,2,1,1,Read
63,32,2,0,1.3097899277240745,6,638,1,2,1,1,math
64,33,2,1,1.3097899277240745,1,570,0,0,-1,1,Read
64,33,2,1,1.3097899277240745,2,583,1,0,-1,1,math
64,33,2,1,1.3097899277240745,3,633,0,1,0,-2,Read
64,33,2,1,1.3097899277240745,4,636,1,1,0,-2,math
64,33,2,1,1.3097899277240745,5,672,0,2,1,1,Read
64,33,2,1,1.3097899277240745,6,688,1,2,1,1,math
65,34,2,1,1.3097899277240745,1,588,0,0,-1,1,Read
65,34,2,1,1.3097899277240745,2,587,1,0,-1,1,math
65,34,2,1,1.3097899277240745,3,647,0,1,0,-2,Read
65,34,2,1,1.3097899277240745,4,647,1,1,0,-2,math
65,34,2,1,1.3097899277240745,5,683,0,2,1,1,Read
65,34,2,1,1.3097899277240745,6,647,1,2,1,1,math
66,35,2,0,1.3097899277240745,1,567,0,0,-1,1,Read
66,35,2,0,1.3097899277240745,2,605,1,0,-1,1,math
66,35,2,0,1.3097899277240745,3,634,0,1,0,-2,Read
66,35,2,0,1.3097899277240745,4,652,1,1,0,-2,math
66,35,2,0,1.3097899277240745,5,623,0,2,1,1,Read
66,35,2,0,1.3097899277240745,6,643,1,2,1,1,math
67,36,2,1,1.3097899277240745,1,589.872,0,0,-1,1,Read
67,36,2,1,1.3097899277240745,2,595.683,1,0,-1,1,math
67,36,2,1,1.3097899277240745,3,650,0,1,0,-2,Read
67,36,2,1,1.3097899277240745,4,650,1,1,0,-2,math
67,36,2,1,1.3097899277240745,5,622,0,2,1,1,Read
67,36,2,1,1.3097899277240745,6,658,1,2,1,1,math
68,37,2,0,1.3097899277240745,1,536,0,0,-1,1,Read
68,37,2,0,1.3097899277240745,2,570,1,0,-1,1,math
68,37,2,0,1.3097899277240745,3,602,0,1,0,-2,Read
68,37,2,0,1.3097899277240745,4,618,1,1,0,-2,math
68,37,2,0,1.3097899277240745,5,623,0,2,1,1,Read
68,37,2,0,1.3097899277240745,6,643,1,2,1,1,math
69,38,2,1,1.3097899277240745,1,526,0,0,-1,1,Read
69,38,2,1,1.3097899277240745,2,543,1,0,-1,1,math
69,38,2,1,1.3097899277240745,3,597,0,1,0,-2,Read
69,38,2,1,1.3097899277240745,4,604,1,1,0,-2,math
69,38,2,1,1.3097899277240745,5,618,0,2,1,1,Read
69,38,2,1,1.3097899277240745,6,612,1,2,1,1,math
70,39,2,0,1.3097899277240745,1,567,0,0,-1,1,Read
70,39,2,0,1.3097899277240745,2,573,1,0,-1,1,math
70,39,2,0,1.3097899277240745,3,625,0,1,0,-2,Read
70,39,2,0,1.3097899277240745,4,628,1,1,0,-2,math
70,39,2,0,1.3097899277240745,5,648,0,2,1,1,Read
70,39,2,0,1.3097899277240745,6,640,1,2,1,1,math
71,40,2,0,1.3097899277240745,1,533,0,0,-1,1,Read
71,40,2,0,1.3097899277240745,2,540,1,0,-1,1,math
71,40,2,0,1.3097899277240745,3,598,0,1,0,-2,Read
71,40,2,0,1.3097899277240745,4,602,1,1,0,-2,math
71,40,2,0,1.3097899277240745,5,594,0,2,1,1,Read
