id,Rid,schcode,female,schcontext,Index1,achieve,math,time,orthtime,orthquadtime,D1,D2
41,10,2,1,1.3097899277240745,2,595.683,1,0,-1,1,0,1
41,10,2,1,1.3097899277240745,3,648,0,1,0,-2,1,0
41,10,2,1,1.3097899277240745,4,647,1,1,0,-2,0,1
41,10,2,1,1.3097899277240745,5,588,0,2,1,1,1,0
41,10,2,1,1.3097899277240745,6,622,1,2,1,1,0,1
42,11,2,1,1.3097899277240745,1,597,0,0,-1,1,1,0
42,11,2,1,1.3097899277240745,2,595.683,1,0,-1,1,0,1
42,11,2,1,1.3097899277240745,3,651,0,1,0,-2,1,0
42,11,2,1,1.3097899277240745,4,646,1,1,0,-2,0,1
42,11,2,1,1.3097899277240745,5,625,0,2,1,1,1,0
42,11,2,1,1.3097899277240745,6,662,1,2,1,1,0,1
43,12,2,1,1.3097899277240745,1,565,0,0,-1,1,1,0
43,12,2,1,1.3097899277240745,2,595,1,0,-1,1,0,1
43,12,2,1,1.3097899277240745,3,637,0,1,0,-2,1,0
43,12,2,1,1.3097899277240745,4,649,1,1,0,-2,0,1
43,12,2,1,1.3097899277240745,5,672,0,2,1,1,1,0
43,12,2,1,1.3097899277240745,6,663,1,2,1,1,0,1
44,13,2,1,1.3097899277240745,1,533,0,0,-1,1,1,0
44,13,2,1,1.3097899277240745,2,523,1,0,-1,1,0,1
44,13,2,1,1.3097899277240745,3,597,0,1,0,-2,1,0
44,13,2,1,1.3097899277240745,4,593,1,1,0,-2,0,1
44,13,2,1,1.3097899277240745,5,611,0,2,1,1,1,0
44,13,2,1,1.3097899277240745,6,596,1,2,1,1,0,1
45,14,2,0,1.3097899277240745,1,589.872,0,0,-1,1,1,0
45,14,2,0,1.3097899277240745,2,595.683,1,0,-1,1,0,1
45,14,2,0,1.3097899277240745,3,650,0,1,0,-2,1,0
45,14,2,0,1.3097899277240745,4,654,1,1,0,-2,0,1
45,14,2,0,1.3097899277240745,5,622,0,2,1,1,1,0
45,14,2,0,1.3097899277240745,6,646,1,2,1,1,0,1
46,15,2,0,1.3097899277240745,1,612,0,0,-1,1,1,0
46,15,2,0,1.3097899277240745,2,597,1,0,-1,1,0,1
46,15,2,0,1.3097899277240745,3,660,0,1,0,-2,1,0
46,15,2,0,1.3097899277240745,4,654,1,1,0,-2,0,1
46,15,2,0,1.3097899277240745,5,657,0,2,1,1,1,0
46,15,2,0,1.3097899277240745,6,664,1,2,1,1,0,1
47,16,2,0,1.3097899277240745,1,567,0,0,-1,1,1,0
47,16,2,0,1.3097899277240745,2,547,1,0,-1,1,0,1
47,16,2,0,1.3097899277240745,3,622,0,1,0,-2,1,0
47,16,2,0,1.3097899277240745,4,614,1,1,0,-2,0,1
47,16,2,0,1.3097899277240745,5,630,0,2,1,1,1,0
47,16,2,0,1.3097899277240745,6,652,1,2,1,1,0,1
48,17,2,0,1.3097899277240745,1,591,0,0,-1,1,1,0
48,17,2,0,1.3097899277240745,2,568,1,0,-1,1,0,1
48,17,2,0,1.3097899277240745,3,646,0,1,0,-2,1,0
48,17,2,0,1.3097899277240745,4,637,1,1,0,-2,0,1
48,17,2,0,1.3097899277240745,5,635,0,2,1,1,1,0
48,17,2,0,1.3097899277240745,6,628,1,2,1,1,0,1
49,18,2,0,1.3097899277240745,1,562,0,0,-1,1,1,0
49,18,2,0,1.3097899277240745,2,583,1,0,-1,1,0,1
49,18,2,0,1.3097899277240745,3,626,0,1,0,-2,1,0
49,18,2,0,1.3097899277240745,4,635,1,1,0,-2,0,1
49,18,2,0,1.3097899277240745,5,623,0,2,1,1,1,0
49,18,2,0,1.3097899277240745,6,666,1,2,1,1,0,1
50,19,2,0,1.3097899277240745,1,593,0,0,-1,1,1,0
50,19,2,0,1.3097899277240745,2,580,1,0,-1,1,0,1
50,19,2,0,1.3097899277240745,3,646,0,1,0,-2,1,0
50,19,2,0,1.3097899277240745,4,641,1,1,0,-2,0,1
50,19,2,0,1.3097899277240745,5,644,0,2,1,1,1,0
50,19,2,0,1.3097899277240745,6,636,1,2,1,1,0,1
51,20,2,0,1.3097899277240745,1,548,0,0,-1,1,1,0
51,20,2,0,1.3097899277240745,2,598,1,0,-1,1,0,1
51,20,2,0,1.3097899277240745,3,616,0,1,0,-2,1,0
51,20,2,0,1.3097899277240745,4,637,1,1,0,-2,0,1
51,20,2,0,1.3097899277240745,5,658,0,2,1,1,1,0
51,20,2,0,1.3097899277240745,6,700,1,2,1,1,0,1
52,21,2,1,1.3097899277240745,1,533,0,0,-1,1,1,0
52,21,2,1,1.3097899277240745,2,538,1,0,-1,1,0,1
52,21,2,1,1.3097899277240745,3,595,0,1,0,-2,1,0
52,21,2,1,1.3097899277240745,4,596,1,1,0,-2,0,1
52,21,2,1,1.3097899277240745,5,634,0,2,1,1,1,0
52,21,2,1,1.3097899277240745,6,625,1,2,1,1,0,1
53,22,2,0,1.3097899277240745,1,590,0,0,-1,1,1,0
53,22,2,0,1.3097899277240745,2,602,1,0,-1,1,0,1
53,22,2,0,1.3097899277240745,3,652,0,1,0,-2,1,0
53,22,2,0,1.3097899277240745,4,657,1,1,0,-2,0,1
53,22,2,0,1.3097899277240745,5,653,0,2,1,1,1,0
53,22,2,0,1.3097899277240745,6,679,1,2,1,1,0,1
54,23,2,0,1.3097899277240745,1,608,0,0,-1,1,1,0
54,23,2,0,1.3097899277240745,2,639,1,0,-1,1,0,1
54,23,2,0,1.3097899277240745,3,662,0,1,0,-2,1,0
54,23,2,0,1.3097899277240745,4,675,1,1,0,-2,0,1
54,23,2,0,1.3097899277240745,5,674,0,2,1,1,1,0
54,23,2,0,1.3097899277240745,6,670,1,2,1,1,0,1
55,24,2,1,1.3097899277240745,1,533,0,0,-1,1,1,0
55,24,2,1,1.3097899277240745,2,556,1,0,-1,1,0,1
55,24,2,1,1.3097899277240745,3,605,0,1,0,-2,1,0
55,24,2,1,1.3097899277240745,4,614,1,1,0,-2,0,1
55,24,2,1,1.3097899277240745,5,625,0,2,1,1,1,0
55,24,2,1,1.3097899277240745,6,632,1,2,1,1,0,1
56,25,2,0,1.3097899277240745,1,551,0,0,-1,1,1,0
56,25,2,0,1.3097899277240745,2,556,1,0,-1,1,0,1
56,25,2,0,1.3097899277240745,3,613,0,1,0,-2,1,0
56,25,2,0,1.3097899277240745,4,618,1,1,0,-2,0,1
56,25,2,0,1.3097899277240745,5,625,0,2,1,1,1,0
56,25,2,0,1.3097899277240745,6,600,1,2,1,1,0,1
57,26,2,1,1.3097899277240745,1,564,0,0,-1,1,1,0
57,26,2,1,1.3097899277240745,2,584,1,0,-1,1,0,1
57,26,2,1,1.3097899277240745,3,631,0,1,0,-2,1,0
57,26,2,1,1.3097899277240745,4,638,1,1,0,-2,0,1
57,26,2,1,1.3097899277240745,5,630,0,2,1,1,1,0
57,26,2,1,1.3097899277240745,6,646,1,2,1,1,0,1
58,27,2,1,1.3097899277240745,1,628,0,0,-1,1,1,0
58,27,2,1,1.3097899277240745,2,602,1,0,-1,1,0,1
58,27,2,1,1.3097899277240745,3,683,0,1,0,-2,1,0
58,27,2,1,1.3097899277240745,4,669,1,1,0,-2,0,1
58,27,2,1,1.3097899277240745,5,690,0,2,1,1,1,0
58,27,2,1,1.3097899277240745,6,695,1,2,1,1,0,1
59,28,2,0,1.3097899277240745,1,543,0,0,-1,1,1,0
59,28,2,0,1.3097899277240745,2,553,1,0,-1,1,0,1
59,28,2,0,1.3097899277240745,3,607,0,1,0,-2,1,0
59,28,2,0,1.3097899277240745,4,612,1,1,0,-2,0,1
59,28,2,0,1.3097899277240745,5,627,0,2,1,1,1,0
59,28,2,0,1.3097899277240745,6,674,1,2,1,1,0,1
60,29,2,0,1.3097899277240745,1,539,0,0,-1,1,1,0
60,29,2,0,1.3097899277240745,2,531,1,0,-1,1,0,1
60,29,2,0,1.3097899277240745,3,598,0,1,0,-2,1,0
60,29,2,0,1.3097899277240745,4,597,1,1,0,-2,0,1
60,29,2,0,1.3097899277240745,5,622,0,2,1,1,1,0
60,29,2,0,1.3097899277240745,6,616,1,2,1,1,0,1
61,30,2,1,1.3097899277240745,1,537,0,0,-1,1,1,0
61,30,2,1,1.3097899277240745,2,554,1,0,-1,1,0,1
61,30,2,1,1.3097899277240745,3,605,0,1,0,-2,1,0
61,30,2,1,1.3097899277240745,4,611,1,1,0,-2,0,1
61,30,2,1,1.3097899277240745,5,611,0,2,1,1,1,0
61,30,2,1,1.3097899277240745,6,607,1,2,1,1,0,1
62,31,2,1,1.3097899277240745,1,585,0,0,-1,1,1,0
62,31,2,1,1.3097899277240745,2,646,1,0,-1,1,0,1
62,31,2,1,1.3097899277240745,3,648,0,1,0,-2,1,0
62,31,2,1,1.3097899277240745,4,672,1,1,0,-2,0,1
62,31,2,1,1.3097899277240745,5,642,0,2,1,1,1,0
62,31,2,1,1.3097899277240745,6,670,1,2,1,1,0,1
63,32,2,0,1.3097899277240745,1,515,0,0,-1,1,1,0
63,32,2,0,1.3097899277240745,2,542,1,0,-1,1,0,1
63,32,2,0,1.3097899277240745,3,585,0,1,0,-2,1,0
63,32,2,0,1.3097899277240745,4,599,1,1,0,-2,0,1
63,32,2,0,1.3097899277240745,5,623,0,2,1,1,1,0
63,32,2,0,1.3097899277240745,6,638,1,2,1,1,0,1
64,33,2,1,1.3097899277240745,1,570,0,0,-1,1,1,0
64,33,2,1,1.3097899277240745,2,583,1,0,-1,1,0,1
64,33,2,1,1.3097899277240745,3,633,0,1,0,-2,1,0
64,33,2,1,1.3097899277240745,4,636,1,1,0,-2,0,1
64,33,2,1,1.3097899277240745,5,672,0,2,1,1,1,0
64,33,2,1,1.3097899277240745,6,688,1,2,1,1,0,1
65,34,2,1,1.3097899277240745,1,588,0,0,-1,1,1,0
65,34,2,1,1.3097899277240745,2,587,1,0,-1,1,0,1
65,34,2,1,1.3097899277240745,3,647,0,1,0,-2,1,0
65,34,2,1,1.3097899277240745,4,647,1,1,0,-2,0,1
65,34,2,1,1.3097899277240745,5,683,0,2,1,1,1,0
65,34,2,1,1.3097899277240745,6,647,1,2,1,1,0,1
66,35,2,0,1.3097899277240745,1,567,0,0,-1,1,1,0
66,35,2,0,1.3097899277240745,2,605,1,0,-1,1,0,1
66,35,2,0,1.3097899277240745,3,634,0,1,0,-2,1,0
66,35,2,0,1.3097899277240745,4,652,1,1,0,-2,0,1
66,35,2,0,1.3097899277240745,5,623,0,2,1,1,1,0
66,35,2,0,1.3097899277240745,6,643,1,2,1,1,0,1
67,36,2,1,1.3097899277240745,1,589.872,0,0,-1,1,1,0
67,36,2,1,1.3097899277240745,2,595.683,1,0,-1,1,0,1
67,36,2,1,1.3097899277240745,3,650,0,1,0,-2,1,0
67,36,2,1,1.3097899277240745,4,650,1,1,0,-2,0,1
67,36,2,1,1.3097899277240745,5,622,0,2,1,1,1,0
67,36,2,1,1.3097899277240745,6,658,1,2,1,1,0,1
68,37,2,0,1.3097899277240745,1,536,0,0,-1,1,1,0
68,37,2,0,1.3097899277240745,2,570,1,0,-1,1,0,1
68,37,2,0,1.3097899277240745,3,602,0,1,0,-2,1,0
68,37,2,0,1.3097899277240745,4,618,1,1,0,-2,0,1
