School,Student,Treat,Gender,Pretest,MeanPretest,TXG,Index1,Response,D1,D2,TreatCAT,Gendercat,DV
4,77,-0.5,-0.5,44.543453216552734,45.95824432373047,0.25,1,27.770545959472656,1,0,0,-0.5,Y1
4,77,-0.5,-0.5,44.543453216552734,45.95824432373047,0.25,2,30.53714942932129,0,1,0,-0.5,Y2
4,78,-0.5,0.5,55.56062698364258,45.95824432373047,-0.25,1,43.80618667602539,1,0,0,0.5,Y1
4,78,-0.5,0.5,55.56062698364258,45.95824432373047,-0.25,2,48.38311767578125,0,1,0,0.5,Y2
4,79,-0.5,-0.5,39.659088134765625,45.95824432373047,0.25,1,52.6353759765625,1,0,0,-0.5,Y1
4,79,-0.5,-0.5,39.659088134765625,45.95824432373047,0.25,2,56.97819900512695,0,1,0,-0.5,Y2
4,80,-0.5,0.5,42.811641693115234,45.95824432373047,-0.25,1,46.7531623840332,1,0,0,0.5,Y1
4,80,-0.5,0.5,42.811641693115234,45.95824432373047,-0.25,2,49.70268249511719,0,1,0,0.5,Y2
5,81,-0.5,-0.5,59.89459228515625,47.54658126831055,0.25,1,49.04766845703125,1,0,0,-0.5,Y1
5,81,-0.5,-0.5,59.89459228515625,47.54658126831055,0.25,2,49.64989471435547,0,1,0,-0.5,Y2
5,82,-0.5,0.5,49.45896911621094,47.54658126831055,-0.25,1,55.18037414550781,1,0,0,0.5,Y1
5,82,-0.5,0.5,49.45896911621094,47.54658126831055,-0.25,2,43.21039581298828,0,1,0,0.5,Y2
5,83,-0.5,-0.5,54.031883239746094,47.54658126831055,0.25,1,52.734397888183594,1,0,0,-0.5,Y1
5,83,-0.5,-0.5,54.031883239746094,47.54658126831055,0.25,2,44.732643127441406,0,1,0,-0.5,Y2
5,84,-0.5,0.5,33.315452575683594,47.54658126831055,-0.25,1,36.49570846557617,1,0,0,0.5,Y1
5,84,-0.5,0.5,33.315452575683594,47.54658126831055,-0.25,2,38.98161315917969,0,1,0,0.5,Y2
5,85,-0.5,-0.5,49.74742889404297,47.54658126831055,0.25,1,45.641990661621094,1,0,0,-0.5,Y1
5,85,-0.5,-0.5,49.74742889404297,47.54658126831055,0.25,2,53.02004623413086,0,1,0,-0.5,Y2
5,86,-0.5,0.5,46.118526458740234,47.54658126831055,-0.25,1,37.04261779785156,1,0,0,0.5,Y1
5,86,-0.5,0.5,46.118526458740234,47.54658126831055,-0.25,2,42.12263107299805,0,1,0,0.5,Y2
5,87,-0.5,-0.5,44.34033203125,47.54658126831055,0.25,1,39.418067932128906,1,0,0,-0.5,Y1
5,87,-0.5,-0.5,44.34033203125,47.54658126831055,0.25,2,46.65472412109375,0,1,0,-0.5,Y2
5,88,-0.5,0.5,49.55522918701172,47.54658126831055,-0.25,1,40.59486770629883,1,0,0,0.5,Y1
5,88,-0.5,0.5,49.55522918701172,47.54658126831055,-0.25,2,44.87458038330078,0,1,0,0.5,Y2
5,89,-0.5,-0.5,36.8907356262207,47.54658126831055,0.25,1,39.8095588684082,1,0,0,-0.5,Y1
5,89,-0.5,-0.5,36.8907356262207,47.54658126831055,0.25,2,34.053260803222656,0,1,0,-0.5,Y2
5,90,-0.5,0.5,46.35102462768555,47.54658126831055,-0.25,1,69.31708526611328,1,0,0,0.5,Y1
5,90,-0.5,0.5,46.35102462768555,47.54658126831055,-0.25,2,49.6277961730957,0,1,0,0.5,Y2
5,91,-0.5,-0.5,42.57917022705078,47.54658126831055,0.25,1,51.11387634277344,1,0,0,-0.5,Y1
5,91,-0.5,-0.5,42.57917022705078,47.54658126831055,0.25,2,41.0120964050293,0,1,0,-0.5,Y2
5,92,-0.5,0.5,59.027706146240234,47.54658126831055,-0.25,1,58.63673400878906,1,0,0,0.5,Y1
5,92,-0.5,0.5,59.027706146240234,47.54658126831055,-0.25,2,36.98206329345703,0,1,0,0.5,Y2
5,93,-0.5,-0.5,15.078117370605469,47.54658126831055,0.25,1,43.64838409423828,1,0,0,-0.5,Y1
5,93,-0.5,-0.5,15.078117370605469,47.54658126831055,0.25,2,21.7032413482666,0,1,0,-0.5,Y2
5,94,-0.5,0.5,56.57059860229492,47.54658126831055,-0.25,1,63.53799057006836,1,0,0,0.5,Y1
5,94,-0.5,0.5,56.57059860229492,47.54658126831055,-0.25,2,49.35776138305664,0,1,0,0.5,Y2
5,95,-0.5,-0.5,44.866336822509766,47.54658126831055,0.25,1,42.37966537475586,1,0,0,-0.5,Y1
5,95,-0.5,-0.5,44.866336822509766,47.54658126831055,0.25,2,49.07007598876953,0,1,0,-0.5,Y2
5,96,-0.5,0.5,48.15937423706055,47.54658126831055,-0.25,1,33.4853401184082,1,0,0,0.5,Y1
5,96,-0.5,0.5,48.15937423706055,47.54658126831055,-0.25,2,44.69585037231445,0,1,0,0.5,Y2
5,97,-0.5,-0.5,65.42933654785156,47.54658126831055,0.25,1,31.583162307739258,1,0,0,-0.5,Y1
5,97,-0.5,-0.5,65.42933654785156,47.54658126831055,0.25,2,53.839778900146484,0,1,0,-0.5,Y2
5,98,-0.5,0.5,35.48305130004883,47.54658126831055,-0.25,1,46.60395431518555,1,0,0,0.5,Y1
5,98,-0.5,0.5,35.48305130004883,47.54658126831055,-0.25,2,53.191802978515625,0,1,0,0.5,Y2
5,99,-0.5,-0.5,63.9855842590332,47.54658126831055,0.25,1,51.084659576416016,1,0,0,-0.5,Y1
5,99,-0.5,-0.5,63.9855842590332,47.54658126831055,0.25,2,49.26412582397461,0,1,0,-0.5,Y2
5,100,-0.5,0.5,50.048194885253906,47.54658126831055,-0.25,1,35.416194915771484,1,0,0,0.5,Y1
5,100,-0.5,0.5,50.048194885253906,47.54658126831055,-0.25,2,30.79163360595703,0,1,0,0.5,Y2
6,101,-0.5,-0.5,38.32054901123047,57.14211654663086,0.25,1,37.74607849121094,1,0,0,-0.5,Y1
6,101,-0.5,-0.5,38.32054901123047,57.14211654663086,0.25,2,30.41074562072754,0,1,0,-0.5,Y2
6,102,-0.5,0.5,53.54888153076172,57.14211654663086,-0.25,1,48.624141693115234,1,0,0,0.5,Y1
6,102,-0.5,0.5,53.54888153076172,57.14211654663086,-0.25,2,51.20958709716797,0,1,0,0.5,Y2
6,103,-0.5,-0.5,73.50782775878906,57.14211654663086,0.25,1,47.51900863647461,1,0,0,-0.5,Y1
6,103,-0.5,-0.5,73.50782775878906,57.14211654663086,0.25,2,64.57855224609375,0,1,0,-0.5,Y2
6,104,-0.5,0.5,51.80337905883789,57.14211654663086,-0.25,1,40.86481475830078,1,0,0,0.5,Y1
6,104,-0.5,0.5,51.80337905883789,57.14211654663086,-0.25,2,41.80607223510742,0,1,0,0.5,Y2
6,105,-0.5,-0.5,56.402305603027344,57.14211654663086,0.25,1,48.844146728515625,1,0,0,-0.5,Y1
6,105,-0.5,-0.5,56.402305603027344,57.14211654663086,0.25,2,49.6781120300293,0,1,0,-0.5,Y2
6,106,-0.5,0.5,56.6568717956543,57.14211654663086,-0.25,1,34.16011428833008,1,0,0,0.5,Y1
6,106,-0.5,0.5,56.6568717956543,57.14211654663086,-0.25,2,52.953189849853516,0,1,0,0.5,Y2
6,107,-0.5,-0.5,76.33647918701172,57.14211654663086,0.25,1,52.8944091796875,1,0,0,-0.5,Y1
6,107,-0.5,-0.5,76.33647918701172,57.14211654663086,0.25,2,58.071571350097656,0,1,0,-0.5,Y2
6,108,-0.5,0.5,39.415157318115234,57.14211654663086,-0.25,1,34.686378479003906,1,0,0,0.5,Y1
6,108,-0.5,0.5,39.415157318115234,57.14211654663086,-0.25,2,37.96476745605469,0,1,0,0.5,Y2
6,109,-0.5,-0.5,38.858604431152344,57.14211654663086,0.25,1,37.71039581298828,1,0,0,-0.5,Y1
6,109,-0.5,-0.5,38.858604431152344,57.14211654663086,0.25,2,35.997825622558594,0,1,0,-0.5,Y2
6,110,-0.5,0.5,57.164817810058594,57.14211654663086,-0.25,1,50.75203323364258,1,0,0,0.5,Y1
6,110,-0.5,0.5,57.164817810058594,57.14211654663086,-0.25,2,51.849754333496094,0,1,0,0.5,Y2
6,111,-0.5,-0.5,63.711551666259766,57.14211654663086,0.25,1,34.923484802246094,1,0,0,-0.5,Y1
6,111,-0.5,-0.5,63.711551666259766,57.14211654663086,0.25,2,56.07380294799805,0,1,0,-0.5,Y2
6,112,-0.5,0.5,82.09040832519531,57.14211654663086,-0.25,1,43.505733489990234,1,0,0,0.5,Y1
6,112,-0.5,0.5,82.09040832519531,57.14211654663086,-0.25,2,57.49949264526367,0,1,0,0.5,Y2
6,113,-0.5,-0.5,56.46368408203125,57.14211654663086,0.25,1,51.967533111572266,1,0,0,-0.5,Y1
6,113,-0.5,-0.5,56.46368408203125,57.14211654663086,0.25,2,55.60700988769531,0,1,0,-0.5,Y2
6,114,-0.5,0.5,57.80524444580078,57.14211654663086,-0.25,1,37.01848220825195,1,0,0,0.5,Y1
6,114,-0.5,0.5,57.80524444580078,57.14211654663086,-0.25,2,46.09703826904297,0,1,0,0.5,Y2
6,115,-0.5,-0.5,62.65480041503906,57.14211654663086,0.25,1,55.80225372314453,1,0,0,-0.5,Y1
6,115,-0.5,-0.5,62.65480041503906,57.14211654663086,0.25,2,66.43572998046875,0,1,0,-0.5,Y2
6,116,-0.5,0.5,66.9832763671875,57.14211654663086,-0.25,1,46.639835357666016,1,0,0,0.5,Y1
6,116,-0.5,0.5,66.9832763671875,57.14211654663086,-0.25,2,50.67238235473633,0,1,0,0.5,Y2
6,117,-0.5,-0.5,51.31257629394531,57.14211654663086,0.25,1,39.0521125793457,1,0,0,-0.5,Y1
6,117,-0.5,-0.5,51.31257629394531,57.14211654663086,0.25,2,42.765525817871094,0,1,0,-0.5,Y2
6,118,-0.5,0.5,62.555030822753906,57.14211654663086,-0.25,1,44.44570541381836,1,0,0,0.5,Y1
6,118,-0.5,0.5,62.555030822753906,57.14211654663086,-0.25,2,55.286338806152344,0,1,0,0.5,Y2
6,119,-0.5,-0.5,55.36054992675781,57.14211654663086,0.25,1,32.9703369140625,1,0,0,-0.5,Y1
